rank	stars	full_name	language	url	description
1	17525	louis-e/arnis	Rust	https://github.com/louis-e/arnis	Generate any location from the real world in Minecraft with a high level of detail.
2	15142	organicmaps/organicmaps	C++	https://github.com/organicmaps/organicmaps	🍃 Organic Maps is a free Android & iOS offline maps app for more than 6M travelers, tourists, hikers, and cyclists. It uses crowd-sourced OpenStreetMap data and is developed with love by the community. No ads, no tracking, no data collection, no crapware. Please donate to support the development!
3	13956	originalankur/maptoposter	Python	https://github.com/originalankur/maptoposter	Transform your favorite cities into beautiful, minimalist designs. MapToPoster lets you create and export visually striking map posters with code.
4	12794	marceloprates/prettymaps	Python	https://github.com/marceloprates/prettymaps	Draw pretty maps from OpenStreetMap data! Built with osmnx +matplotlib + shapely
5	11995	autowarefoundation/autoware	Dockerfile	https://github.com/autowarefoundation/autoware	Autoware - the world's leading open-source software project for autonomous driving
6	9302	domlysz/BlenderGIS	Python	https://github.com/domlysz/BlenderGIS	Blender addons to make the bridge between Blender and geographic data
7	9222	rastapasta/mapscii	JavaScript	https://github.com/rastapasta/mapscii	🗺  MapSCII is a Braille & ASCII world map renderer for your console - enter => telnet mapscii.me <= on Mac (brew install telnet) and Linux, connect with PuTTY on Windows
8	8855	teslamate-org/teslamate	Elixir	https://github.com/teslamate-org/teslamate	A self-hosted data logger for your Tesla  🚘 [main maintainer=@JakobLichterfeld]
9	8184	OpenTTD/OpenTTD	C++	https://github.com/OpenTTD/OpenTTD	OpenTTD is an open source simulation game based upon Transport Tycoon Deluxe
10	8153	a-b-street/abstreet	Rust	https://github.com/a-b-street/abstreet	Transportation planning and traffic simulation software for creating cities friendlier to walking, biking, and public transit
11	7986	Project-OSRM/osrm-backend	C++	https://github.com/Project-OSRM/osrm-backend	Open Source Routing Machine - C++ backend
12	7861	recastnavigation/recastnavigation	C++	https://github.com/recastnavigation/recastnavigation	Industry-standard navigation-mesh toolset for games
13	6637	graphhopper/graphhopper	Java	https://github.com/graphhopper/graphhopper	Open source routing engine for OpenStreetMap. Use it as Java library or standalone web server.
14	6083	valhalla/valhalla	C++	https://github.com/valhalla/valhalla	Open Source Routing Engine for OpenStreetMap
15	5902	Azgaar/Fantasy-Map-Generator	HTML	https://github.com/Azgaar/Fantasy-Map-Generator	Web application generating interactive and highly customizable maps
16	5836	RodZill4/material-maker	GDScript	https://github.com/RodZill4/material-maker	A procedural textures authoring and 3D model painting tool based on the Godot game engine
17	5816	gboeing/osmnx	Python	https://github.com/gboeing/osmnx	Download, model, analyze, and visualize street networks and other geospatial features from OpenStreetMap.
18	5804	hyperknot/openfreemap	Python	https://github.com/hyperknot/openfreemap	Free and open-source map hosting solution with custom styles for websites and apps, using OpenStreetMap data
19	4759	streetcomplete/StreetComplete	Kotlin	https://github.com/streetcomplete/StreetComplete	Easy to use OpenStreetMap editor for Android
20	4454	mapbox/mapbox-gl-native	C++	https://github.com/mapbox/mapbox-gl-native	Interactive, thoroughly customizable maps in native Android, iOS, macOS, Node.js, and Qt applications, powered by vector tiles and OpenGL
21	4421	osm-search/Nominatim	Python	https://github.com/osm-search/Nominatim	Open Source search based on OpenStreetMap data
22	4134	eclipse-sumo/sumo	Python	https://github.com/eclipse-sumo/sumo	Eclipse SUMO is an open source, highly portable, microscopic and continuous traffic simulation package designed to handle large networks. It allows for intermodal simulation including pedestrians and comes with a large set of tools for scenario creation.
23	3940	yousifamanuel/terraink	TypeScript	https://github.com/yousifamanuel/terraink	Terraink: The Cartographic Poster Engine that creates unique and customizable map posters
24	3858	openstreetmap/iD	JavaScript	https://github.com/openstreetmap/iD	🆔 The easy-to-use OpenStreetMap editor in JavaScript.
25	3529	alyssaxuu/mapus	JavaScript	https://github.com/alyssaxuu/mapus	A map tool with real-time collaboration 🗺️
26	3152	tilemill-project/tilemill	JavaScript	https://github.com/tilemill-project/tilemill	TileMill is a modern map design studio
27	3142	openmaptiles/openmaptiles	PLpgSQL	https://github.com/openmaptiles/openmaptiles	OpenMapTiles Vector Tile Schema Implementation
28	3087	Unity-Technologies/NavMeshComponents	C#	https://github.com/Unity-Technologies/NavMeshComponents	High Level API Components for Runtime NavMesh Building
29	2995	komoot/photon	Java	https://github.com/komoot/photon	an open source geocoder for openstreetmap data
30	2961	headwaymaps/headway	Rust	https://github.com/headwaymaps/headway	Self-hostable maps stack, powered by OpenStreetMap.
31	2810	openstreetmap/openstreetmap-website	Ruby	https://github.com/openstreetmap/openstreetmap-website	The Rails application that powers OpenStreetMap
32	2456	lgsvl/simulator	C#	https://github.com/lgsvl/simulator	A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles
33	2330	h8man/NavMeshPlus	C#	https://github.com/h8man/NavMeshPlus	Unity NavMesh 2D Pathfinding
34	2190	SimonBrazell/privacy-redirect	JavaScript	https://github.com/SimonBrazell/privacy-redirect	A simple web extension that redirects Twitter, YouTube, Instagram & Google Maps requests to privacy friendly alternatives.
35	2144	onthegomap/planetiler	Java	https://github.com/onthegomap/planetiler	Flexible tool to build planet-scale vector tilesets from OpenStreetMap data fast
36	2094	vvoovv/blosm		https://github.com/vvoovv/blosm	Blosm addon for Blender. A few clicks import of Google 3D cities, OpenStreetMap, terrain. Global coverage. Source code is in the branch 'release'.
37	2064	mapbox/robosat	Python	https://github.com/mapbox/robosat	 Semantic segmentation on aerial and satellite imagery. Extracts features such as: buildings, parking lots, roads, water, clouds
38	2057	luka1199/geo-heatmap	Python	https://github.com/luka1199/geo-heatmap	:world_map: Generate an interactive geo heatmap from your Google location data
39	1952	GIScience/openrouteservice	Java	https://github.com/GIScience/openrouteservice	🌍 The open source route planner api with plenty of features.
40	1891	gdquest-demos/godot-4-procedural-generation	GDScript	https://github.com/gdquest-demos/godot-4-procedural-generation	Procedural generation algorithms and demos for the Godot game engine
41	1882	gboeing/osmnx-examples	Jupyter Notebook	https://github.com/gboeing/osmnx-examples	Gallery of OSMnx tutorials, usage examples, and feature demonstrations.
42	1882	systemed/tilemaker	C++	https://github.com/systemed/tilemaker	Make OpenStreetMap vector tiles without the stack
43	1819	MobilityData/awesome-transit		https://github.com/MobilityData/awesome-transit	Community list of transit APIs, apps, datasets, research, and software :bus::star2::train::star2::steam_locomotive:
44	1794	pelicanmapping/osgearth	C	https://github.com/pelicanmapping/osgearth	3D Maps & Terrain SDK (C++)
45	1729	autowarefoundation/autoware_universe	C++	https://github.com/autowarefoundation/autoware_universe	
46	1726	openstreetmap-carto/openstreetmap-carto	CartoCSS	https://github.com/openstreetmap-carto/openstreetmap-carto	A general-purpose OpenStreetMap mapnik style, in CartoCSS
47	1678	osm2pgsql-dev/osm2pgsql	C++	https://github.com/osm2pgsql-dev/osm2pgsql	Import OpenStreetMap data into a PostgreSQL/PostGIS database
48	1623	gaea-godot/gaea	GDScript	https://github.com/gaea-godot/gaea	Procedural generation add-on for Godot 4.
49	1582	umap-project/umap	JavaScript	https://github.com/umap-project/umap	uMap lets you create maps with OpenStreetMap layers in a minute and embed them in your site.
50	1558	Mapsui/Mapsui	C#	https://github.com/Mapsui/Mapsui	Mapsui is a .NET Map component for: MAUI, Avalonia, Uno Platform, Blazor, WPF, WinUI, Windows Forms, Eto Forms, .NET for Android and .NET for iOS
51	1539	hustvl/MapTR	Python	https://github.com/hustvl/MapTR	[ICLR'23 Spotlight & ECCV'24 & IJCV'24] MapTR: Structured Modeling and Learning for Online Vectorized HD Map Construction
52	1422	pgRouting/pgrouting	C++	https://github.com/pgRouting/pgrouting	Repository contains pgRouting library. Development branch is "develop", stable branch is "master"
53	1402	mapsforge/mapsforge	Java	https://github.com/mapsforge/mapsforge	Vector map library and writer - running on Android and Desktop.
54	1251	hishizuka/pizero_bikecomputer	Python	https://github.com/hishizuka/pizero_bikecomputer	An open-source bike computer with GPS and ANT+ capabilities, based on the Raspberry Pi Zero (W, WH, 2 W) or the Compute Module Zero. It also includes offline maps and navigation.
55	1234	tyrasd/overpass-turbo	TypeScript	https://github.com/tyrasd/overpass-turbo	A web based data mining tool for OpenStreetMap using the Overpass API.
56	1227	jzyong/game-server	Java	https://github.com/jzyong/game-server	Distributed Java game server, including cluster management server, gateway server, hall server, game logic server, background monitoring server and a running web version of fishing. State machine, behavior tree, A* pathfinding, navigation mesh and other AI tools
57	1173	ibaaj/dijkstra-cartography	C++	https://github.com/ibaaj/dijkstra-cartography	Using Dijkstra's algorithm ("finding the shortest paths between nodes in a graph") to draw maps :earth_africa:.
58	1171	TheDuckCow/godot-road-generator	GDScript	https://github.com/TheDuckCow/godot-road-generator	A Godot plugin for creating 3D highways/streets and lane-following traffic
59	1167	gpxstudio/gpx.studio	MDX	https://github.com/gpxstudio/gpx.studio	the online GPX file editor
60	1112	evansiroky/timezone-boundary-builder	JavaScript	https://github.com/evansiroky/timezone-boundary-builder	A tool to extract data from Open Street Map (OSM) to build the boundaries of the world's timezones.
61	1090	gdquest-demos/godot-2d-space-game	GDScript	https://github.com/gdquest-demos/godot-2d-space-game	A 2D space exploration and mining game made with Godot and our AI framework
62	1074	StrandedKitty/streets-gl	TypeScript	https://github.com/StrandedKitty/streets-gl	🗺 OpenStreetMap 3D renderer powered by WebGL2
63	1057	darkmoonight/Rain	Dart	https://github.com/darkmoonight/Rain	🌦️ Weather application
64	1050	movsim/traffic-simulation-de	JavaScript	https://github.com/movsim/traffic-simulation-de	Source code for javascript simulation of website
65	1043	cyang-kth/fmm	C++	https://github.com/cyang-kth/fmm	Fast map matching, an open source framework in C++
66	1010	cityflow-project/CityFlow	C++	https://github.com/cityflow-project/CityFlow	A Multi-Agent Reinforcement Learning Environment for Large Scale City Traffic Scenario
67	995	reinterpretcat/utymap	C++	https://github.com/reinterpretcat/utymap	Highly customizable library for procedural world generation based on real map data
68	979	osmlab/awesome-openstreetmap		https://github.com/osmlab/awesome-openstreetmap	😎 Curated list of awesome OpenSteetMap-projects
69	961	JiepengTan/LockstepEngine	C#	https://github.com/JiepengTan/LockstepEngine	A lockstep solution include lots of deterministic library (Math,Collision,Navmesh,BehaviorTree,Serialization ...)
70	957	fzi-forschungszentrum-informatik/Lanelet2	C++	https://github.com/fzi-forschungszentrum-informatik/Lanelet2	Map handling framework for automated driving
71	945	tentone/geo-three	TypeScript	https://github.com/tentone/geo-three	Tile based geographic world map visualization library for threejs
72	941	esmini/esmini	C++	https://github.com/esmini/esmini	a basic OpenSCENARIO player
73	932	ikpil/DotRecast	C#	https://github.com/ikpil/DotRecast	DotRecast - a C# port of Recast & Detour, Industry-standard navigation mesh toolset for .NET, Unity3D, games, servers
74	931	ElectronicCats/CatSniffer	Python	https://github.com/ElectronicCats/CatSniffer	CatSniffer is an original multiprotocol and multiband board for sniffing, communicating, and attacking IoT (Internet of Things) devices using the latest radio IoT protocols. It is a highly portable USB stick that integrates TI CC1352, Semtech SX1262, and an RP2040 for V3 or a Microchip SAMD21E17 for V2
75	926	FoggedLens/deflock	Vue	https://github.com/FoggedLens/deflock	Crowdsourced tool for locating and reporting ALPRs
76	916	Amin-Tgz/awesome-CARLA		https://github.com/Amin-Tgz/awesome-CARLA	 👉 CARLA resources such as tutorial, blog, code and etc https://github.com/carla-simulator/carla
77	914	drolbr/Overpass-API	C++	https://github.com/drolbr/Overpass-API	A database engine to query the OpenStreetMap data.
78	906	ianho7/maptoposter-online	TypeScript	https://github.com/ianho7/maptoposter-online	✨❤️‍🔥Turn the cities you love into stunning designs
79	874	redblobgames/mapgen4	TypeScript	https://github.com/redblobgames/mapgen4	Mapgen4 procedural wilderness map generator
80	869	osmlab/name-suggestion-index	JSON	https://github.com/osmlab/name-suggestion-index	Canonical common brand names, operators, transit, and flags for OpenStreetMap.
81	851	protomaps/protomaps-leaflet	TypeScript	https://github.com/protomaps/protomaps-leaflet	Lightweight vector map rendering + labeling and symbology for Leaflet
82	849	UnityTechnologies/ATerribleKingdom	C#	https://github.com/UnityTechnologies/ATerribleKingdom	Scripting the Timeline for games in creative ways. Includes a small RTS game build on the 'A Mighty Kingdom' assets
83	842	rsasaki0109/lidar_slam_ros2	Python	https://github.com/rsasaki0109/lidar_slam_ros2	ROS 2 LiDAR SLAM for pointcloud-map authoring, benchmarking, and Autoware-compatible map workflows.
84	841	autowarefoundation/vision_pilot	C++	https://github.com/autowarefoundation/vision_pilot	Free and fully open-source L2 ADAS stack powered by End-to-End AI technology
85	809	graphhopper/map-matching	Java	https://github.com/graphhopper/map-matching	The map matching functionality is now located in the main repository https://github.com/graphhopper/graphhopper#map-matching
86	792	DriveVLA/OpenDriveVLA	Python	https://github.com/DriveVLA/OpenDriveVLA	[AAAI 2026] OpenDriveVLA: Towards End-to-end Autonomous Driving with Large Vision Language Action Model
87	790	JGRennison/OpenTTD-patches	C++	https://github.com/JGRennison/OpenTTD-patches	OpenTTD - http://www.openttd.org/ - with additional patches
88	771	tordanik/OSM2World	Java	https://github.com/tordanik/OSM2World	converter that creates three-dimensional models of the world from OpenStreetMap data
89	750	tyrasd/osmtogeojson	JavaScript	https://github.com/tyrasd/osmtogeojson	convert osm to geojson
90	750	kosmtik/kosmtik	JavaScript	https://github.com/kosmtik/kosmtik	Make maps with OpenStreetMap and Mapnik
91	748	rlguy/FantasyMapGenerator	C++	https://github.com/rlguy/FantasyMapGenerator	A fantasy map generator based on Martin O'Leary's "Generating fantasy map" notes
92	740	TomSchimansky/TkinterMapView	Python	https://github.com/TomSchimansky/TkinterMapView	A python Tkinter widget to display tile based maps like OpenStreetMap or Google Satellite Images. 
93	735	autowarefoundation/AWSIM	C#	https://github.com/autowarefoundation/AWSIM	Open sourced digital twin simulator for Autoware
94	715	protomaps/basemaps	Java	https://github.com/protomaps/basemaps	Basemap PMTiles generation and cartographic styles for OpenStreetMap data and more
95	699	hzxie/CityDreamer	Python	https://github.com/hzxie/CityDreamer	The official implementation of "CityDreamer: Compositional Generative Model of Unbounded 3D Cities". (CVPR 2024)
96	695	osmcode/osmium-tool	C++	https://github.com/osmcode/osmium-tool	Command line tool for working with OpenStreetMap data based on the Osmium library.
97	692	bmwcarit/barefoot	Java	https://github.com/bmwcarit/barefoot	Java map matching library for integrating the map into software and services with state-of-the-art online and offline map matching that can be used stand-alone and in the cloud.
98	688	public-transport/transitous	Lua	https://github.com/public-transport/transitous	Free and open public transport routing.
99	687	google/transitfeed	Python	https://github.com/google/transitfeed	A Python library for reading, validating, and writing transit schedule information in the GTFS format.
100	682	tier4/AutowareArchitectureProposal.proj	Shell	https://github.com/tier4/AutowareArchitectureProposal.proj	This is the source code of the feasibility study for Autoware architecture proposal.
101	658	navit-gps/navit	C	https://github.com/navit-gps/navit	The open source (GPL v2) turn-by-turn navigation software for many OS
102	647	mszell/geospatialdatascience	Jupyter Notebook	https://github.com/mszell/geospatialdatascience	Course materials for: Geospatial Data Science
103	643	carla-simulator/ros-bridge	Python	https://github.com/carla-simulator/ros-bridge	ROS bridge for CARLA Simulator
104	639	fredleblanc/roundabout	JavaScript	https://github.com/fredleblanc/roundabout	A 3D Turntable jQuery Plugin.
105	639	CitiesSkylinesMods/TMPE	C#	https://github.com/CitiesSkylinesMods/TMPE	Cities: Skylines Traffic Manager: President Edition
106	638	mfogel/polygon-clipping	JavaScript	https://github.com/mfogel/polygon-clipping	Apply boolean polygon clipping operations (union, intersection, difference, xor) to your Polygons & MultiPolygons.
107	631	pysal/momepy	Python	https://github.com/pysal/momepy	Urban Morphology Measuring Toolkit
108	629	bassmaster187/TeslaLogger	C#	https://github.com/bassmaster187/TeslaLogger	TeslaLogger is a self hosted data logger for your Tesla Model S/3/X/Y. Actually it supports RaspberryPi 3B, 3B+, 4B, Docker and Synology NAS.
109	626	asdfghj1237890/mini-macau	TypeScript	https://github.com/asdfghj1237890/mini-macau	Trilingual 3D visualization of Macau's public transit and aviation — LRT, buses, ferries, and MFM airport flights with schedule-driven simulation
110	617	cjy1992/gym-carla	Python	https://github.com/cjy1992/gym-carla	An OpenAI gym wrapper for CARLA simulator
111	597	nextcloud/maps	JavaScript	https://github.com/nextcloud/maps	🌍🌏🌎 The whole world fits inside your cloud!
112	596	hotosm/tasking-manager	Python	https://github.com/hotosm/tasking-manager	Tasking Manager - The tool to team up for mapping in OpenStreetMap
113	593	josauder/procedural_city_generation	Python	https://github.com/josauder/procedural_city_generation	Procedural City Generation program implemented in Python and Visualized with Blender.
114	592	geopandas/contextily	Jupyter Notebook	https://github.com/geopandas/contextily	Context geo-tiles in Python
115	591	openinframap/openinframap	TypeScript	https://github.com/openinframap/openinframap	Open Infrastructure Map, a view of infrastructure data in OpenStreetMap
116	584	NBISweden/AGAT	HTML	https://github.com/NBISweden/AGAT	Another Gtf/Gff Analysis Toolkit https://nbisweden.github.io/AGAT/
117	581	der-stefan/OpenTopoMap	JavaScript	https://github.com/der-stefan/OpenTopoMap	A topographic map from OpenStreetMap and SRTM data
118	566	apache/incubator-baremaps	Java	https://github.com/apache/incubator-baremaps	Create custom vector tiles from OpenStreetMap and other data sources with Postgis and Java.
119	564	enzet/map-machine	Python	https://github.com/enzet/map-machine	Python renderer for OpenStreetMap with custom icons intended to display as many map features as possible
120	557	labexp/osmtracker-android	Java	https://github.com/labexp/osmtracker-android	GPS tracking tool for OpenStreetMap
121	554	motis-project/motis	C++	https://github.com/motis-project/motis	multimodal routing, geocoding, and map tiles
122	551	Zverik/every_door	Dart	https://github.com/Zverik/every_door	A dedicated app for collecting thousands of POI for OpenStreetMap
123	550	osmcode/libosmium	C++	https://github.com/osmcode/libosmium	Fast and flexible C++ library for working with OpenStreetMap data.
124	549	agshumate/Liftoff	Python	https://github.com/agshumate/Liftoff	An accurate GFF3/GTF lift over pipeline
125	546	codingsince1985/geo-golang	Go	https://github.com/codingsince1985/geo-golang	Go library to access geocoding and reverse geocoding APIs
126	536	ni5arga/sightline	TypeScript	https://github.com/ni5arga/sightline	An OSINT search engine for mapping real-world infrastructure from OpenStreetMap data
127	535	erdos-project/pylot	Python	https://github.com/erdos-project/pylot	Modular autonomous driving platform running on the CARLA simulator and real-world vehicles.
128	526	kunifujiwara/VoxCity	Python	https://github.com/kunifujiwara/VoxCity	Python framework for integrating geospatial data, 3D city modeling, and urban simulation.
129	521	tilezen/vector-datasource	Python	https://github.com/tilezen/vector-datasource	Tilezen vector tile service - OpenStreetMap data in several formats
130	510	OpenRailwayMap/OpenRailwayMap	CSS	https://github.com/OpenRailwayMap/OpenRailwayMap	An OpenStreetMap-based project for creating a map of the world's railway infrastructure.
131	510	dotsnav/dotsnav	C#	https://github.com/dotsnav/dotsnav	A fully dynamic planar navmesh for Unity supporting agents of any size
132	506	vleue/polyanya	Rust	https://github.com/vleue/polyanya	Pathfinding using Polyanya
133	505	pageldev/libOpenDRIVE	C++	https://github.com/pageldev/libOpenDRIVE	Small, lightweight C++ library for handling OpenDRIVE files
134	503	BlinkTagInc/node-gtfs	TypeScript	https://github.com/BlinkTagInc/node-gtfs	Import GTFS transit data into SQLite and query routes, stops, times, fares and more.
135	501	karimnaaji/vectiler	C++	https://github.com/karimnaaji/vectiler	A vector tile, terrain and city 3d model builder and CLI exporter. Consider using its fully integrated user interface at https://www.halfmaps.io
136	495	nrenner/brouter-web	JavaScript	https://github.com/nrenner/brouter-web	Web client for BRouter, a routing engine based on OpenStreetMap
137	494	sethoscope/heatmap	Python	https://github.com/sethoscope/heatmap	Python script for generating high quality heatmaps based on any coordinate data (GPS tracks, eye tracking, etc).
138	494	gpertea/gffread	C++	https://github.com/gpertea/gffread	GFF/GTF utility providing format conversions, region filtering, FASTA sequence extraction and more
139	487	zulfajuniadi/unity-ecs-navmesh	C#	https://github.com/zulfajuniadi/unity-ecs-navmesh	A demo implementation of Unity Entity Component System with NavMesh
140	485	mocnik-science/osm-python-tools	Python	https://github.com/mocnik-science/osm-python-tools	A library to access OpenStreetMap related services
141	484	vleue/vleue_navigator	Rust	https://github.com/vleue/vleue_navigator	Pathfinding on NavMeshes for Bevy
142	476	Adamant-im/adamant-explorer	JavaScript	https://github.com/Adamant-im/adamant-explorer	ADAMANT Blockchain Explorer
143	468	paulmach/osm	Go	https://github.com/paulmach/osm	General purpose library for reading, writing and working with OpenStreetMap data
144	458	AlexeyBond/godot-constraint-solving	GDScript	https://github.com/AlexeyBond/godot-constraint-solving	WFC (Wave Function Collapse) and generic constraint satisfaction problem solver implementation for Godot 4
145	455	hove-io/navitia	Python	https://github.com/hove-io/navitia	The open source software to build cool stuff with locomotion
146	449	redblobgames/mapgen2	JavaScript	https://github.com/redblobgames/mapgen2	JavaScript version of mapgen2 polygon map generator algorithms
147	443	JOSM/josm	Java	https://github.com/JOSM/josm	!!!Mirror!!! of JOSM Subversion repository
148	437	MobilityData/gtfs-realtime-bindings	JavaScript	https://github.com/MobilityData/gtfs-realtime-bindings	Language bindings generated from the GTFS Realtime protocol buffer spec for popular languages.
149	435	pyrosm/pyrosm	Python	https://github.com/pyrosm/pyrosm	Read OpenStreetMap data from Protobuf files into GeoDataFrame with Python, faster. 
150	427	jgauchia/IceNav-v3	C	https://github.com/jgauchia/IceNav-v3	🛰️ ESP32 Based GPS Navigator with OSM offline maps.  Multi GNSS
151	425	autowarefoundation/autoware_ai_perception	C++	https://github.com/autowarefoundation/autoware_ai_perception	
152	423	MobilityData/gtfs-validator	Java	https://github.com/MobilityData/gtfs-validator	Canonical GTFS Validator project for schedule (static) files.
153	411	bryceco/GoMap	Swift	https://github.com/bryceco/GoMap	OpenStreetMap editor for iPhone/iPad
154	405	mapnificent/mapnificent	JavaScript	https://github.com/mapnificent/mapnificent	Mapnificent shows you areas you can reach with public transport in a given time.
155	404	BilHim/trafficSimulator	Python	https://github.com/BilHim/trafficSimulator	A microscopic traffic simulation in Python
156	401	mvexel/overpass-api-python-wrapper		https://github.com/mvexel/overpass-api-python-wrapper	Python bindings for the OpenStreetMap Overpass API
157	398	conveyal/r5	Java	https://github.com/conveyal/r5	Developed to power Conveyal's web-based interface for scenario planning and land-use/transport accessibility analysis, R5 is our routing engine for multimodal (transit/bike/walk/car) networks with a particular focus on public transit
158	396	njanakiev/openstreetmap-heatmap	Python	https://github.com/njanakiev/openstreetmap-heatmap	Visualization of OpenStreetMap Data with Blender and Python
159	392	maajor/OSMTrafficSim	C#	https://github.com/maajor/OSMTrafficSim	TrafficSim using Unity ECS 2023.1
160	392	haomo-ai/SuperFusion	Python	https://github.com/haomo-ai/SuperFusion	[ICRA 2024] SuperFusion: Multilevel LiDAR-Camera Fusion for Long-Range HD Map Generation
161	391	osmcode/pyosmium	Python	https://github.com/osmcode/pyosmium	Python bindings for libosmium
162	388	ngageoint/hootenanny	JavaScript	https://github.com/ngageoint/hootenanny	Hootenanny conflates multiple maps into a single seamless map.
163	382	pyoscx/scenariogeneration	Python	https://github.com/pyoscx/scenariogeneration	Python library to generate linked OpenDRIVE and OpenSCENARIO files
164	381	zbycz/osmapp	TypeScript	https://github.com/zbycz/osmapp	Lets make a universal app for OpenStreetMap
165	379	flopp/go-staticmaps	Go	https://github.com/flopp/go-staticmaps	A go (golang) library and command line tool to render static map images using OpenStreetMap tiles.
166	378	AnkleBreaker-Studio/unity-mcp-server	JavaScript	https://github.com/AnkleBreaker-Studio/unity-mcp-server	Unity MCP Server — 268 tools for AI-assisted game development. Connect Claude, Cursor, or any MCP client to Unity Editor & Unity Hub. Scene management, GameObjects, components, builds, profiling, Shader Graph, Amplify, terrain, physics, NavMesh, animation, MPPM multiplayer & more. Free & open source by AnkleBreaker Studio.
167	376	kraina-ai/quackosm	Python	https://github.com/kraina-ai/quackosm	QuackOSM: an open-source Python and CLI tool for reading OpenStreetMap PBF files using DuckDB
168	376	mikewesthad/navmesh	JavaScript	https://github.com/mikewesthad/navmesh	A plugin for path-finding in JS using navmeshes, with wrappers for Phaser 3 and Phaser 2
169	369	Project-OSRM/osrm-frontend	JavaScript	https://github.com/Project-OSRM/osrm-frontend	The OSRM frontend
170	364	jongallant/WorldGeneratorFinal	C#	https://github.com/jongallant/WorldGeneratorFinal	Procedural world map generator
171	364	renemarc/home-assistant-config	Python	https://github.com/renemarc/home-assistant-config	🏠 Fully documented Home Assistant configuration for a smart-looking place. 😎 Be sure to ⭐️ my repo and copy ideas!
172	361	skeeto/pixelcity	C++	https://github.com/skeeto/pixelcity	Shamus Young's procedural city project
173	358	maplibre/flutter-maplibre-gl	Dart	https://github.com/maplibre/flutter-maplibre-gl	Flutter plugin for MapLibre: vendor‑neutral vector & raster maps on Android, iOS and Web, with custom styles, offline regions, GeoJSON layers and PMTiles (fork of flutter-mapbox-gl)
174	356	jkk-research/urban_road_filter	C++	https://github.com/jkk-research/urban_road_filter	Real-time LIDAR-based Urban Road and Sidewalk detection for Autonomous Vehicles 🚗
175	353	JekSun97/gdTree3D	C++	https://github.com/JekSun97/gdTree3D	🌳 Plugin for procedural generation of 3D trees of varying complexity for Godot Engine.
176	348	XidianLemon/calibration_camera_lidar	C++	https://github.com/XidianLemon/calibration_camera_lidar	从autoware分离出来的相机雷达联合标定ros包
177	347	routingpy/routingpy	Python	https://github.com/routingpy/routingpy	🌎 Python library to access all public routing, isochrones and matrix APIs in a consistent manner.
178	343	The-Osint-Toolbox/Geolocation-OSINT		https://github.com/The-Osint-Toolbox/Geolocation-OSINT	Improve you Geolocation skills, with this ilist of resources.
179	342	ropensci/osmdata	R	https://github.com/ropensci/osmdata	R package for downloading OpenStreetMap data
180	340	hzxie/GaussianCity	Python	https://github.com/hzxie/GaussianCity	The official implementation of "GaussianCity: Generative Gaussian Splatting for Unbounded 3D City Generation". (CVPR 2025)
181	340	CPFL/Autoware-Manuals		https://github.com/CPFL/Autoware-Manuals	Free manuals for Autoware. You are encouraged to join their maintenance!
182	340	maddevsio/ariadna	Go	https://github.com/maddevsio/ariadna	Geocoder Ariadna on ElasticSearch with OpenStreetMap
183	338	openstreetmap/merkaartor	C++	https://github.com/openstreetmap/merkaartor	Home of Merkaartor, an openstreetmap mapping program.
184	334	Geri-Borbas/Unity.Library.eppz.Geometry	C#	https://github.com/Geri-Borbas/Unity.Library.eppz.Geometry	2D Geometry for Unity. Suited for everyday polygon hassle. Polygon clipping, polygon winding direction, polygon area, polygon centroid, centroid of multiple polygons, line intersection, point-line distance, segment intersection, polygon-point containment, polygon triangulation, polygon Voronoi diagram, polygon offset, polygon outline, polygon buffer, polygon union, polygon substraction, polygon boolean operations, and more. It is a polygon fest. 
185	333	pgRouting/osm2pgrouting	C++	https://github.com/pgRouting/osm2pgrouting	Import tool for OpenStreetMap data to pgRouting database
186	327	jakubvalenta/geoshare	Kotlin	https://github.com/jakubvalenta/geoshare	An Android app to open map links in other map apps and copy coordinates
187	326	johschmitz/blender-driving-scenario-creator	Python	https://github.com/johschmitz/blender-driving-scenario-creator	Blender add-on for creating OpenDRIVE and OpenSCENARIO based automotive driving scenarios including 3D models
188	321	leekchan/gtf	Go	https://github.com/leekchan/gtf	gtf - a useful set of Golang Template Functions
189	321	thfylsty/Classic-and-state-of-the-art-image-fusion-methods	MATLAB	https://github.com/thfylsty/Classic-and-state-of-the-art-image-fusion-methods	CBF,CVT,DTCWT,GTF,LP,MSVD,RP,Wavelet,CNN,Deepfuse,DenseFuse,FusionGAN,IFCNN,MDlatLRR,DDcGAN,ResNetFusion,NestFuse,NVCE,FusionDN,HybridMSD,PMGI,IFEVIP,StructAware,U2Fusion,MEF-GAN，JSR,ConvSR,DCHWT,MEFGAN,MWFG,PMGI,PANGAN,ect
190	319	daler/gffutils	Python	https://github.com/daler/gffutils	GFF and GTF file manipulation and interconversion
191	318	nilsnolde/docker-valhalla	Shell	https://github.com/nilsnolde/docker-valhalla	This is our flexible Docker repository for the Valhalla routing engine
192	318	aprbw/traffic_prediction	TeX	https://github.com/aprbw/traffic_prediction	Traffic prediction is the task of predicting future traffic measurements (e.g. volume, speed, etc.) in a road network (graph), using historical data (timeseries).
