rank	stars	full_name	language	url	description
296	201	BaiJiazm/SubwayTransferSystem	C++	https://github.com/BaiJiazm/SubwayTransferSystem	上海地铁换乘指南系统(SubwayTransferSystem)，是个人在暑期所做的一个数据结构课程设计项目
297	201	sunxvming/navmesh	C	https://github.com/sunxvming/navmesh	导航网格寻路C++实现版(入门版)
298	199	autowarefoundation/agnocast	C++	https://github.com/autowarefoundation/agnocast	A rclcpp-compatible true zero-copy IPC middleware that supports all ROS message types, including message structs already generated by rosidl.
299	197	GIScience/openpoiservice	Python	https://github.com/GIScience/openpoiservice	:round_pushpin: Openpoiservice is a flask application which hosts a highly customizable points of interest database derived from OpenStreetMap data.
300	197	geometalab/OSMDeepOD	Python	https://github.com/geometalab/OSMDeepOD	OSMDeepOD - OpenStreetMap (OSM) and Machine Learning (Deep Learning) based Object Detection from Aerial Imagery (Formerly also known as "OSM-Crosswalk-Detection").
301	195	Esri/public-transit-tools	Python	https://github.com/Esri/public-transit-tools	Tools for working with GTFS public transit data in ArcGIS
302	195	econaxis/time2reach	Rust	https://github.com/econaxis/time2reach	Public-transit travel time map
303	195	TheGrimsey/oxidized_navigation	Rust	https://github.com/TheGrimsey/oxidized_navigation	A runtime Nav-Mesh generation plugin for Bevy Engine in Rust.
304	194	transitland/transitland-atlas	Python	https://github.com/transitland/transitland-atlas	an open directory of mobility feeds and operators — powers both Transitland v1 and v2
305	193	ivanbelenky/us-routing	Python	https://github.com/ivanbelenky/us-routing	us cached road graph, freeways, primary and secondary roads
306	192	mapbox/MapboxStatic.swift	Swift	https://github.com/mapbox/MapboxStatic.swift	Static map snapshots with overlays in Swift or Objective-C on iOS, macOS, tvOS, and watchOS
307	191	clarisma/geodesk	Java	https://github.com/clarisma/geodesk	Fast and storage-efficient spatial database engine for OpenStreetMap data
308	190	Akylas/alpimaps	Svelte	https://github.com/Akylas/alpimaps	Offline map app iOS/Android
309	190	divonlan/genozip	C	https://github.com/divonlan/genozip	A modern compressor for genomic files (FASTQ, SAM/BAM/CRAM, VCF, FASTA, GFF/GTF/GVF, 23andMe...), up to 5x better than gzip and faster too
310	189	NVlabs/catk	Python	https://github.com/NVlabs/catk	Closed-Loop Supervised Fine-Tuning of Tokenized Traffic Models. CVPR Oral 2025.
311	189	AsPJT/PAX_SAPIENTICA	C++	https://github.com/AsPJT/PAX_SAPIENTICA	🌿: ABM & GIS for philological, archaeological, and anthropological data.
312	187	rsasaki0109/lidar_localizer	C++	https://github.com/rsasaki0109/lidar_localizer	lidar localizer in Autoware AI
313	187	richieBao/python-urbanPlanning	Python	https://github.com/richieBao/python-urbanPlanning	Urban Spatial Data Analysis Method--Python Implementation /代码为caDesign（cadesign.cn）设计研究中“python知识系统部分”即"城市空间数据分析方法——PYTHON语言实现"。
314	186	sachit27/greenR	R	https://github.com/sachit27/greenR	greenR is an R package that enables the quantification, analysis, and visualization of urban greenness within city networks. It leverages data from OpenStreetMap (www.openstreetmap.org) and is implemented as both an R package and a Shiny web application for user-friendly interaction.
315	186	rinigus/osmscout-server	C++	https://github.com/rinigus/osmscout-server	Maps server providing tiles, geocoder, and router
316	185	autowarefoundation/autoware_core	C++	https://github.com/autowarefoundation/autoware_core	
317	185	remix/partridge	Python	https://github.com/remix/partridge	A fast, forgiving GTFS reader built on pandas DataFrames
318	184	drsound/fault_tolerant_router	Ruby	https://github.com/drsound/fault_tolerant_router	A daemon, running in background on a Linux router or firewall, monitoring the state of multiple internet uplinks/providers and changing the routing accordingly. LAN/DMZ internet traffic is load balanced between the uplinks.
319	183	deevroman/better-osm-org	JavaScript	https://github.com/deevroman/better-osm-org	A userscript that adds several useful features to osm.org
320	181	osmlab/osm-community-index	JSON	https://github.com/osmlab/osm-community-index	:speech_balloon: An index of community resources for OpenStreetMap
321	181	OpenTTD/OpenTTD-Deprecated	C++	https://github.com/OpenTTD/OpenTTD-Deprecated	! Please rebase to https://github.com/OpenTTD/OpenTTD ! Use 'git rebase --onto', as hashes have changed! ! This repo is no longer updated !
322	180	sharenowTech/AnyMaps	Java	https://github.com/sharenowTech/AnyMaps	Easily switch between Google, Baidu and OSM maps
323	180	jperelli/osm-static-maps	JavaScript	https://github.com/jperelli/osm-static-maps	Openstreetmap static maps is a nodejs lib, CLI and server open source inspired on google static map service
324	180	OpenTransitTools/gtfsdb	Python	https://github.com/OpenTransitTools/gtfsdb	GTFS ORM using SQLAlchemy
325	178	fhwedel-hoe/OpenRoadEd	C++	https://github.com/fhwedel-hoe/OpenRoadEd	OpenRoadEd is a simple application designed to create both logical (OpenDRIVE standard) and geometrical (OpenSceneGraph) descriptions of road networks.
326	178	Keplerjs/Kepler	JavaScript	https://github.com/Keplerjs/Kepler	The open source geosocial network platform written in NodeJs
327	177	bailuk/AAT	Kotlin	https://github.com/bailuk/AAT	AAT Activity Tracker
328	177	anvaka/index-large-cities	JavaScript	https://github.com/anvaka/index-large-cities	A simple indexer of road networks from OSM. Data for @anvaka/city-roads
329	176	StephanGeorg/staticmaps	JavaScript	https://github.com/StephanGeorg/staticmaps	A Node.js library for creating map images with markers, polylines, polygons and text.
330	175	kidscancode/godot3_procgen_demos	GDScript	https://github.com/kidscancode/godot3_procgen_demos	Exploring Procedural Generation algorithms in Godot
331	175	rnckp/awesome-ogd-switzerland	Python	https://github.com/rnckp/awesome-ogd-switzerland	A manually curated list of Open Government Data portals, websites, APIs, tools and other related resources in Switzerland. Relevant links to international websites are listed as well.
332	174	phiresky/procedural-cities	TeX	https://github.com/phiresky/procedural-cities	Information about procedural city generation
333	174	osm-seed/osm-seed	Shell	https://github.com/osm-seed/osm-seed	A collection of Dockerfiles to run a containerized version of OpenStreetMap
334	174	bliksemlabs/rrrr	C	https://github.com/bliksemlabs/rrrr	RRRR rapid real-time routing
335	173	genechiu/NavMesh	C#	https://github.com/genechiu/NavMesh	简单高效的多边形地图系统
336	172	jagodki/Offline-MapMatching	Python	https://github.com/jagodki/Offline-MapMatching	a QGIS-plugin for matching a trajectory with a network using a Hidden Markov Model and Viterbi algorithm
337	171	liuyf5231/opendriveparser	Python	https://github.com/liuyf5231/opendriveparser	OpenDRIVE Map parser
338	171	openindoormaps/openindoormaps		https://github.com/openindoormaps/openindoormaps	Open-source indoor navigation ready for community collaboration
339	171	r-transit/tidytransit	R	https://github.com/r-transit/tidytransit	R package for working with GTFS data
340	170	Kin-Zhang/simple_ndt_slam	C++	https://github.com/Kin-Zhang/simple_ndt_slam	simple ndt slam, quick deploy on mobile robot, support mapping and localization (origin from autoware.ai); 简易slam包 快速部署使用
341	170	afourmy/pyTSP	Python	https://github.com/afourmy/pyTSP	A 2D/3D visualization of the Traveling Salesman Problem main heuristics
342	168	healthsites/healthsites	JavaScript	https://github.com/healthsites/healthsites	Building an open data commons of health facility data with OpenStreetMap
343	167	CxAalto/gtfspy	Python	https://github.com/CxAalto/gtfspy	Public transport network analysis using Python 🚊🚇🚃🚌🛳️🚡🚠🚞  
344	166	maplibre/maplibre-gl-directions	TypeScript	https://github.com/maplibre/maplibre-gl-directions	A plugin to show routing directions on a MapLibre GL JS map
345	166	paulyehtw/Motion-Planning-on-CARLA	Python	https://github.com/paulyehtw/Motion-Planning-on-CARLA	Implement Motion Planning for autonomous car on CARLA simulator
346	166	maproulette/maproulette-frontend	JavaScript	https://github.com/maproulette/maproulette-frontend	MapRoulette, the micro-tasking tool for OpenStreetMap
347	164	graphhopper/graphhopper-maps	TypeScript	https://github.com/graphhopper/graphhopper-maps	GraphHopper Maps - Open Source Route Planner UI
348	162	JamesChevalier/cities		https://github.com/JamesChevalier/cities	Poly files for cities, which can be used to create OSM files out of larger regions
349	162	GeoKnow/LinkedGeoData	Java	https://github.com/GeoKnow/LinkedGeoData	OpenStreetMap for the Semantic Web
350	162	rurseekatze/node-tileserver	JavaScript	https://github.com/rurseekatze/node-tileserver	A lightweight tileserver based on NodeJS for serving bitmap and vector tiles.
351	162	janhohenheim/rerecast	Rust	https://github.com/janhohenheim/rerecast	Rust port of Recast, the industry-standard navigation mesh generator used by Unreal, Unity, Godot, and other game engines.
352	160	dfyz/osm-renderer	Rust	https://github.com/dfyz/osm-renderer	OpenStreetMap raster tile renderer written in Rust
353	160	janbar/osmin	C++	https://github.com/janbar/osmin	GPS Navigator On-Road/Off-Road for Android and Linux devices
354	160	open-energy-transition/Awesome-Electrical-Grid-Mapping	JavaScript	https://github.com/open-energy-transition/Awesome-Electrical-Grid-Mapping	A curated dataset of global electrical grid maps, datasets and resources.
355	160	smearle/gym-city	C	https://github.com/smearle/gym-city	An interface with micropolis for city-building agents, packaged as an OpenAI gym environment
356	160	WRI-Cities/static-GTFS-manager	JavaScript	https://github.com/WRI-Cities/static-GTFS-manager	GUI interface for creating, editing, exporting of static GTFS data for a public transit authority
357	159	AsPJT/AsLib	C++	https://github.com/AsPJT/AsLib	🎨: RPG map maker (paint tool)
358	158	hotosm/osm-export-tool	JavaScript	https://github.com/hotosm/osm-export-tool	Web service to download customised OSM data in various file formats
359	158	BlinkTagInc/gtfs-to-geojson	TypeScript	https://github.com/BlinkTagInc/gtfs-to-geojson	Generate geoJSON of transit route data from a GTFS file.
360	158	perliedman/query-overpass	JavaScript	https://github.com/perliedman/query-overpass	Make queries to OpenStreetMap's overpass API and output as GeoJSON
361	157	jyakaranda/ndt_map	C++	https://github.com/jyakaranda/ndt_map	SLAM package using NDT registration library of Autoware with loop-closure detection (odometry based) referenced from lego_loam.
362	156	LingJiJian/NavmeshExport	C#	https://github.com/LingJiJian/NavmeshExport	unity navmesh data exporter
363	155	amatsuda/roundabout	Ruby	https://github.com/amatsuda/roundabout	A Rails Engine that generates a page transition diagram for your Rails app from request specs
364	154	tier4/scenario_simulator_v2	C++	https://github.com/tier4/scenario_simulator_v2	A scenario-based simulation framework for Autoware
365	154	cyang-kth/osm_mapmatching		https://github.com/cyang-kth/osm_mapmatching	A tutorial on map matching using OpenStreetMap data
366	153	alberto-mate/CARLA-SB3-RL-Training-Environment	Python	https://github.com/alberto-mate/CARLA-SB3-RL-Training-Environment	🚗 This repository offers a ready-to-use training and evaluation environment for conducting various experiments using Deep Reinforcement Learning (DRL) in the CARLA simulator with the help of Stable Baselines 3 library.
367	152	GeotrekCE/Geotrek-admin	Python	https://github.com/GeotrekCE/Geotrek-admin	Paths management for National Parks and Tourism organizations
368	151	benediktschwab/awesome-openx		https://github.com/benediktschwab/awesome-openx	A list of free applications, libraries and datasets concerning the development of automated driving functions with focus on ASAM OpenX standards
369	151	JokerJohn/UpdatingHDmapByMonoCamera	Python	https://github.com/JokerJohn/UpdatingHDmapByMonoCamera	Updating HD map with RTK-GPS and monocular camera
370	150	hzxie/CityDreamer4D	Python	https://github.com/hzxie/CityDreamer4D	The official implementation of "Compositional Generative Model of Unbounded 4D Cities". (TPAMI 2026)
371	150	JiepengTan/LockstepEngine_ARPGDemo	C#	https://github.com/JiepengTan/LockstepEngine_ARPGDemo	A lockstep ARPG demo for LockstepEngine 
372	149	a-b-street/osm2streets	Jupyter Notebook	https://github.com/a-b-street/osm2streets	Convert OSM to street networks with detailed geometry
373	149	Telenav/open-source-spec	C++	https://github.com/Telenav/open-source-spec	Open source experiences and profiles.
374	149	osgcc/simcity	C	https://github.com/osgcc/simcity	Will Wright's city simulator (renamed here as Micropolis). Mirror of Don Hopkins' open source version.
375	149	patrickbr/gtfstidy	Go	https://github.com/patrickbr/gtfstidy	A tool for checking, sanitizing and minimizing GTFS feeds.
376	148	Qin-Yuan/autoware_car	C++	https://github.com/Qin-Yuan/autoware_car	
377	147	truevisionai/designer	TypeScript	https://github.com/truevisionai/designer	Truevision Designer is a 3D tool to design roads, intersections and environments for testing and validating autonomous vehicles and robots.
378	147	ustroetz/python-osrm	Python	https://github.com/ustroetz/python-osrm	A Python wrapper around the OSRM API
379	147	KevinLADLee/carla_dataset_tools	Python	https://github.com/KevinLADLee/carla_dataset_tools	Tools for dataset generation based on CARLA simulator. (Data Collector)
380	147	OneBusAway/onebusaway-gtfs-modules	Java	https://github.com/OneBusAway/onebusaway-gtfs-modules	A Java-based library for reading, writing, and transforming public transit data in the GTFS format, including database support.
381	147	ibi-group/datatools-ui	JavaScript	https://github.com/ibi-group/datatools-ui	Core application for IBI's transit data tools suite.
382	146	OSMCha/osmcha-frontend	TypeScript	https://github.com/OSMCha/osmcha-frontend	 Frontend for the osmcha-django REST API
383	146	public-transport/gtfs-via-postgres	JavaScript	https://github.com/public-transport/gtfs-via-postgres	Analyse GTFS Schedule data by importing it into a PostgreSQL database.
384	145	jeromeetienne/threex.proceduralcity	JavaScript	https://github.com/jeromeetienne/threex.proceduralcity	a procedural city generator for three.js based on mrdoob demo
385	145	stamen/terrain-classic	CartoCSS	https://github.com/stamen/terrain-classic	World-wide CartoCSS port of Stamen's classic terrain style
386	145	GIScience/ors-map-client	JavaScript	https://github.com/GIScience/ors-map-client	Openrouteservice API web SPA client using VueJS, Vuetify and Vue2Leaflet
387	143	tier4/AutowareArchitectureProposal.iv	C++	https://github.com/tier4/AutowareArchitectureProposal.iv	AutowareArchitectureProposal is meta repository of this repository.
388	143	engcang/FAST-LIO-Localization-SC-QN	C++	https://github.com/engcang/FAST-LIO-Localization-SC-QN	A Map-based localization implementation combining FAST-LIO2 as an odometry with Quatro + Nano-GICP as a map matching method, and with ScanContext as a loop candidate detection method
389	142	phbender/liblanelet	C++	https://github.com/phbender/liblanelet	Lanelet maps have been introduced in the context of the autonomous completion of the Bertha-Benz-Memorial-Route in 2013
390	142	hotosm/HDM-CartoCSS	CartoCSS	https://github.com/hotosm/HDM-CartoCSS	CartoCSS project focused on the Humanitarian Data Model
391	142	ropensci/osmplotr	R	https://github.com/ropensci/osmplotr	Data visualisation using OpenStreetMap objects
392	142	cmichi/gtfs-visualizations	JavaScript	https://github.com/cmichi/gtfs-visualizations	Visualizing GTFS data.
393	141	RoadwayVR/SUMO-Traffic-Simulator-Tutorial	Python	https://github.com/RoadwayVR/SUMO-Traffic-Simulator-Tutorial	SUMO tutorials from SUMO Quick Start and NetEdit to TraCI, CAVs, energy & emission, and SUMO2Unity.
394	141	Project-OSRM/node-osrm	JavaScript	https://github.com/Project-OSRM/node-osrm	DEPRECATED Part of osrm-backend since 5.7. NodeJS bindings for OSRM
395	141	public-transport/friendly-public-transport-format		https://github.com/public-transport/friendly-public-transport-format	A format for APIs, libraries and datasets containing and working with public transport data.
396	140	taginfo/taginfo	Ruby	https://github.com/taginfo/taginfo	Brings together information about OpenStreetMap tags and makes it searchable and browsable
397	140	UrbanAnalyst/dodgr	C++	https://github.com/UrbanAnalyst/dodgr	Distances on Directed Graphs in R
398	140	osmcode/node-osmium	C++	https://github.com/osmcode/node-osmium	Fast and flexible Javascript library for working with OpenStreetMap data.
399	140	olutter/map	Dart	https://github.com/olutter/map	Lightweight Map widget for flutter supporting different projections including EPSG4326/Mercator/WGS1984.
400	140	Bondify/gtfs_functions	Python	https://github.com/Bondify/gtfs_functions	Package with useful functions to create geo-spatial visualizations from a GTFS.
401	139	vingerha/gtfs2	Python	https://github.com/vingerha/gtfs2	Support GTFS in Home Assistant GUI-only
402	139	bustimes/bustimes.org	Python	https://github.com/bustimes/bustimes.org	Every bus stop, route and timetable, using (Geo)Django and things
403	138	CurryChen77/RIFT	Python	https://github.com/CurryChen77/RIFT	Group-Relative RL Fine-Tuning for Realistic and Controllable Traffic Simulation
404	137	cuberact/godot-cuberact-planet-chunked-lod	GDScript	https://github.com/cuberact/godot-cuberact-planet-chunked-lod	Procedural Planet - Chunked LOD, Noise terrain by Shader, Atmosphere, Godot engine, GDScript
405	137	conveyal/gtfs-editor	JavaScript	https://github.com/conveyal/gtfs-editor	A web-based GTFS editing framework. THIS PROJECT IS DEPRECATED. See https://github.com/ibi-group/datatools-ui for current version.
406	135	carla-rl-gym/carla-rl	Python	https://github.com/carla-rl-gym/carla-rl	Reinforcement Learning Agents Trained in the CARLA Simulator
407	134	rzou15/Object-detection-in-Point-Cloud-road-boundary	C++	https://github.com/rzou15/Object-detection-in-Point-Cloud-road-boundary	Object detection in Point Cloud is popular in HD Map and sensor-based autonomous driving. There  basically four types of object you can obtain in daily scenario: road surface - contains painted lane  marking and pavement area, support facility - contains road boundary (guardrail and curb), road  sign, light pole, etc., uncorrelated object - for example, sidewalk, building, etc., and moving object -  such like pedestrian, vehicle, bicycle, etc.  In this project, please search references, design and prototype your road  boundary (guardrail) detection algorithm.
408	133	soda-auto/soda-sim	C++	https://github.com/soda-auto/soda-sim	Open-source vehicle and robotics simulator for research.
409	133	matejker/everystreet	Jupyter Notebook	https://github.com/matejker/everystreet	An algorithm finding #everystreet route on Open Street Map (OSMnx)
410	133	YoongiKim/Walk-Assistant	Python	https://github.com/YoongiKim/Walk-Assistant	시각 장애인을 위한 보행로 인식 (Recognizing sidewalk for the visually impaired)
411	132	dotswan/filament-map-picker	PHP	https://github.com/dotswan/filament-map-picker	Map Picker is a Filament custom field designed to simplify the process of choosing a location on a map and obtaining its geo-coordinates.
412	131	udacity/CppND-Program-a-Concurrent-Traffic-Simulation	C++	https://github.com/udacity/CppND-Program-a-Concurrent-Traffic-Simulation	The final project for the Udacity C++ Nanodegree Concurrency course
413	131	mapbox/osrm-isochrone	JavaScript	https://github.com/mapbox/osrm-isochrone	Generate drivetime isochrones from OpenStreetMap data using OSRM
414	131	paulyehtw/Lane-Keeping-Assist-on-CARLA	Python	https://github.com/paulyehtw/Lane-Keeping-Assist-on-CARLA	Implementing Lane Keeping Assist (LKA) on CARLA simulator
415	131	autowarefoundation/autoware-documentation	Python	https://github.com/autowarefoundation/autoware-documentation	
416	131	TUMFTM/FlexMap_Fusion	C++	https://github.com/TUMFTM/FlexMap_Fusion	ROS 2 Autoware Tool for Map Georeferencing and OSM Fusion
417	131	Kismon/kismon	Python	https://github.com/Kismon/kismon	A GUI client for kismet
418	131	streetcomplete/StreetMeasure	Kotlin	https://github.com/streetcomplete/StreetMeasure	Measure distances with AR
419	131	romanshuvalov/rsgeotools	C	https://github.com/romanshuvalov/rsgeotools	OpenStreetMap-based 3D world generator from Generation Streets
420	131	simonscheider/mapmatching	Python	https://github.com/simonscheider/mapmatching	An arcpy based HMM map matching tool
421	130	GIScience/oshdb	Java	https://github.com/GIScience/oshdb	OpenStreetMap History Data Analysis Framework
422	130	MilosLukic/Godot-Navigation-Lite	C++	https://github.com/MilosLukic/Godot-Navigation-Lite	Godot plug&play implementation of detour. It allows user to have multiple navigation meshes, fast cached obstacles, and realtime navmesh changes.
423	129	sraddon/SUMO-V2X-Communication-Research-Platooning-and-CIM	Python	https://github.com/sraddon/SUMO-V2X-Communication-Research-Platooning-and-CIM	Traffic simulation project for dissertation
424	129	meliharvey/sidewalkwidths-nyc	Jupyter Notebook	https://github.com/meliharvey/sidewalkwidths-nyc	Measuring sidewalk widths for NYC using sidewalk outlines.
425	129	MIERUNE/GTFS-GO	Python	https://github.com/MIERUNE/GTFS-GO	QGIS-Plugin to parse GTFS data, to show and aggregate routes and stops.
426	129	openvax/gtfparse	Python	https://github.com/openvax/gtfparse	Parsing tools for GTF (gene transfer format) files
427	127	pelya/openttd-android	C++	https://github.com/pelya/openttd-android	OpenTTD for Android
428	127	Andrew-Dickinson/nyct-gtfs	Python	https://github.com/Andrew-Dickinson/nyct-gtfs	Real-time NYC subway data parsing for humans
429	127	NatLabRockies/mappymatch	Python	https://github.com/NatLabRockies/mappymatch	Pure-python package for map matching
430	126	pboechat/ProceduralCity	ShaderLab	https://github.com/pboechat/ProceduralCity	Unity demo that uses a few tricks to build random nice-looking 3D cities
431	126	OpenTracksApp/OSMDashboard	Kotlin	https://github.com/OpenTracksApp/OSMDashboard	Repository moved to https://codeberg.org/OpenTracksApp/OSMDashboard
432	126	EdwardBetts/osm-wikidata	Python	https://github.com/EdwardBetts/osm-wikidata	Match OSM entities with Wikidata items
433	126	DoFabien/OsmGo	TypeScript	https://github.com/DoFabien/OsmGo	Osm Go !
434	126	bmwcarit/offline-map-matching	Java	https://github.com/bmwcarit/offline-map-matching	Matches a sequence of GPS coordinates to road segments
435	125	wenjie710/PivotNet	Python	https://github.com/wenjie710/PivotNet	Source code of PivotNet (ICCV2023, PivotNet: Vectorized Pivot Learning for End-to-end HD Map Construction)
436	125	Kuanhao-Chao/LiftOn	HTML	https://github.com/Kuanhao-Chao/LiftOn	🚀 LiftOn: Accurate annotation mapping for GFF/GTF across assemblies
437	124	araichev/gtfs_kit	Jupyter Notebook	https://github.com/araichev/gtfs_kit	Moved to https://codeberg.org/araichev/gtfs_kit.
438	123	openMSL/sl-3-1-osc-alks-scenarios	XSLT	https://github.com/openMSL/sl-3-1-osc-alks-scenarios	ALKS scenario interpretation in OpenSCENARIO
439	123	benchmark-urbanism/cityseer-api	Python	https://github.com/benchmark-urbanism/cityseer-api	Computational tools for urban analysis
440	123	graphhopper/directions-api-js-client	JavaScript	https://github.com/graphhopper/directions-api-js-client	JavaScript client for the GraphHopper Directions API
441	123	gmgeo/osmic	HTML	https://github.com/gmgeo/osmic	CC0 SVG Map Icons, mirror of repo on Gitlab
442	123	BUAA-RickyLi/MapDistill	Python	https://github.com/BUAA-RickyLi/MapDistill	[ECCV'24] MapDistill: Boosting Efficient Camera-based HD Map Construction via Camera-LiDAR Fusion Model Distillation
443	123	MobilityData/gtfs-flex		https://github.com/MobilityData/gtfs-flex	NOTICE: GTFS-Flex has been merged to GTFS. This repo is no longer up-to-date and will deprecated. Consult the google/transit repo for the up-to-date info.
444	122	osmcode/osmcoastline	C++	https://github.com/osmcode/osmcoastline	Extracts coastline data from OpenStreetMap planet file.
445	122	Xetnus/osm-finder	Vue	https://github.com/Xetnus/osm-finder	A "line-network" geolocation tool created for Bellingcat's September 2022 Hackathon: https://www.bellingcat.com/resources/2022/10/06/automated-map-searches-scam-busting-tools-and-twitter-search-translations-here-are-the-results-of-bellingcats-second-hackathon/
446	122	gampixi/auto-light-probes	C#	https://github.com/gampixi/auto-light-probes	An automatic light probe placement script for Unity that uses the Navmesh for approximating light probe positions.
447	120	xiaolul2/MGMap	Python	https://github.com/xiaolul2/MGMap	[CVPR2024] The code for "MGMap: Mask-Guided Learning for Online Vectorized HD Map Construction"
448	120	openmaptiles/planetiler-openmaptiles	Java	https://github.com/openmaptiles/planetiler-openmaptiles	OpenMapTiles Vector Tile Schema implementation in Java for Planetiler tool
449	119	tier4/nebula	C++	https://github.com/tier4/nebula	A universal LiDAR and radar driver for ROS 2, supporting Hesai, Velodyne, Robosense and Continental sensors.
450	118	DarraghMac97/Real-time-Traffic-Simulation-with-3D-Visualisation	C#	https://github.com/DarraghMac97/Real-time-Traffic-Simulation-with-3D-Visualisation	Integrating SUMO with Unity to create a 3D Driving Simulator
451	118	melizeche/ayudapy	JavaScript	https://github.com/melizeche/ayudapy	Humanitarian platform to help people help people
452	118	aialok/lakhua	Python	https://github.com/aialok/lakhua	Lightweight, blazing fast offline reverse geocoding for India using H3 and OpenStreetMap. Zero API costs. Sub millisecond latency.
453	117	lcodeca/LuSTScenario	TeX	https://github.com/lcodeca/LuSTScenario	Luxembourg SUMO Traffic (LuST) Scenario
454	117	alen-smajic/3D-Public-Transport-Simulator	C#	https://github.com/alen-smajic/3D-Public-Transport-Simulator	The 3D Public Transport Simulator is a Unity-based simulation, which uses OpenStreetMap data in order to support the simulation of worldwide locations. The development was part of a Bachelor thesis.
455	117	Kohei-Wada/ttymap	Rust	https://github.com/Kohei-Wada/ttymap	Mapscii-inspired Terminal-native scriptable globe
456	117	saketkc/gencode_regions	Jupyter Notebook	https://github.com/saketkc/gencode_regions	Extract 3'UTR, 5'UTR, CDS, Promoter, Genes, Introns, Exons from GTF files
457	117	twak/chordatlas	Java	https://github.com/twak/chordatlas	data driven urban procedural modeling
458	116	rustprooflabs/pgosm-flex	PLpgSQL	https://github.com/rustprooflabs/pgosm-flex	PgOSM Flex provides high quality OpenStreetMap datasets in PostGIS (Postgres) using the osm2pgsql Flex output.
459	114	ShuaibinLi/RL_CARLA	Python	https://github.com/ShuaibinLi/RL_CARLA	Train auto_car in CARLA simulator with RL algorithms(SAC).
460	114	nafiesl/laravel-leaflet-example	PHP	https://github.com/nafiesl/laravel-leaflet-example	Laravel Leaflet JS project example.
461	114	zinkcious/MapMatching	Python	https://github.com/zinkcious/MapMatching	腾云阁高精度车辆追踪算法大赛。给定地图数据和汽车的gps定位数据，通过地图匹配算法得出汽车行驶过了哪些道路
462	113	rapkin/osm2geojson	Python	https://github.com/rapkin/osm2geojson	Convert OSM and Overpass XML/JSON to GeoJSON
463	113	sozialhelden/a11yjson	TypeScript	https://github.com/sozialhelden/a11yjson	A11yJSON: A standard to describe the accessibility of the physical world.
464	113	luzexi/Unity3DNavMesh	C#	https://github.com/luzexi/Unity3DNavMesh	为Unity3d打造的NavMesh
465	112	wybert/georouting	Python	https://github.com/wybert/georouting	Geo routing for Python users, supporting most of the routing tools, including OSRM, Google Maps, Bing Maps, etc. with a unified API.
466	112	woheller69/lavatories	Java	https://github.com/woheller69/lavatories	Android app for finding lavatories
467	112	openstreetmap/chef	Ruby	https://github.com/openstreetmap/chef	Chef configuration management repo for configuring & maintaining the OpenStreetMap servers.
468	112	Public-BOTs/GaussianPretrain	Python	https://github.com/Public-BOTs/GaussianPretrain	GussianPretrain for Visual Pre-training in Autonomous Driving, showcasing significant improvements across various 3D perception tasks, including 3D object detection, HD-map construction, and Occupancy prediction.
469	111	mschneider82/sharecmd	Go	https://github.com/mschneider82/sharecmd	Cmdline tool written in Golang to share file links using cloud providers like dropbox, opendrive, seafile, nextcloud, box, googledrive
470	111	Relintai/voxelman	C++	https://github.com/Relintai/voxelman	A voxel engine for godot. I'ts a c++ engine module.
471	111	GIScience/openrouteservice-r	R	https://github.com/GIScience/openrouteservice-r	:globe_with_meridians: query openrouteservice API from R
472	111	russellporter/openskimap.org	TypeScript	https://github.com/russellporter/openskimap.org	The front end for OpenSkiMap.org.
473	111	Conroy1988/missionchief-toolkit-assets	JavaScript	https://github.com/Conroy1988/missionchief-toolkit-assets	Operational map intelligence, mission monitoring, responsive controls and themes for MissionChief.
474	111	osmose-qa/osmose-backend	Python	https://github.com/osmose-qa/osmose-backend	Part of osmose that runs the analysis, and send the results to the frontend.
475	111	openstreetmap/operations		https://github.com/openstreetmap/operations	OSMF Operations Working Group issue tracking
476	111	TonyXuQAQ/RNGDetPlusPlus	Python	https://github.com/TonyXuQAQ/RNGDetPlusPlus	[RAL 2023] RNGDet++: Road Network Graph Detection by Transformer with Instance Segmentation and Multi-scale Features Enhancement
477	110	mcguffin/acf-openstreetmap-field	PHP	https://github.com/mcguffin/acf-openstreetmap-field	WordPress ACF Field for OpenStreetMap
478	110	hasadna/open-bus	Java	https://github.com/hasadna/open-bus	:bus: Analysing Israel's public transport data
479	109	ErikSom/Clipper2-WASM	HTML	https://github.com/ErikSom/Clipper2-WASM	WASM port of Clipper 2 for Polygon Clipping and Offsetting
480	109	guotata1996/roadbuilder	C#	https://github.com/guotata1996/roadbuilder	Easy-to-build realistic roads in Unity.  Foundation of any simcity game.
481	109	maptiler/qgis-maptiler-plugin	Python	https://github.com/maptiler/qgis-maptiler-plugin	QGIS MapTiler Plugin: vector tiles, basemaps, geocoding, OSM, QuickMapServices
482	109	trufi-association/trufi-core	Dart	https://github.com/trufi-association/trufi-core	Trufi - A Flutter app for Public Transportation
483	107	AMDmi3/glosm	C++	https://github.com/AMDmi3/glosm	3D OpenStreetMap renderer
484	107	mapaslivres/municipios-br		https://github.com/mapaslivres/municipios-br	Dados em formato aberto sobre municípios e unidades federativas do Brasil.
485	107	artem78/s60-maps	C++	https://github.com/artem78/s60-maps	Yet another maps for Symbian OS
486	106	klemola/liikennematto	Elm	https://github.com/klemola/liikennematto	 :blue_car: Small scale traffic simulation with a playful approach
